#SetID	ThemeGroup	Theme	SubTheme	Year	Name	Pieces	USRetailPrice
27545	Modern day	City	Product Collection	2017	City Police Value Pack	518	0
27614	Licensed	Star Wars	Product Collection	2017	Super Pack 2 in 1	232	0
27615	Licensed	Star Wars	Product Collection	2017	Super Pack 2 in 1	242	0
27589	Basic	Classic	Product Collection	2017	Classic Quad Pack	259	0
27595	Modern day	Friends	Product Collection	2017	Super Pack 5 in 1	16	0
27594	Modern day	City	Product Collection	2017	Ultimate LEGO City Hero Pack	416	0
27747	Modern day	City	Product Collection	2017	Holiday Copack	1129	109.99
29158	Model making	Creator	{Unknown}	2019	Bonus/Value pack	218	0
30294	Modern day	City	Product Collection	2018	2-in-1 Value Pack	165	0
29157	Modern day	City	Product Collection	2019	Bonus/Value pack	125	0
28334	Licensed	BrickHeadz	Star Wars	2018	2-in-1 Value Pack: Han Solo & Chewbacca	290	0
29362	Licensed	BrickHeadz	Miscellaneous	2019	2-in-1 Value Pack: Star-Lord & Gamora	249	0
28530	Licensed	Star Wars	Product Collection	2018	Super Pack 2-in-1	201	0
28421	Licensed	Star Wars	Product Collection	2018	2-in-1 Super Pack	205	0
29638	Modern day	City	Product Collection	2019	Super Pack 3-in-1	0	0
29613	Modern day	City	Product Collection	2019	Super Pack 3-in-1	0	0
29614	Modern day	Friends	Product Collection	2019	Super Pack 3-in-1	0	0
30668	Licensed	Marvel Super Heroes	Product Collection	2020	Super mech pack	452	0
30677	Modern day	City	Product Collection	2020	City 2 in 1 pack	129	0
30678	Modern day	City	Product Collection	2020	City 2 in 1 pack	173	0
30944	Modern day	City	Product Collection	2020	Vehicle Bundle 2 in 1	158	0
30948	Art and crafts	Dots	Product Collection	2020	Ultimate Designer Kit	388	0
30912	Modern day	City	Product Collection	2020	3-in-1 Bundle Pack	377	0
30945	Modern day	City	Product Collection	2020	Space Bundle 2 in 1	286	0
30946	Licensed	Minecraft	Product Collection	2020	Minecraft Bundle 2 in 1	396	0
30947	Licensed	Speed Champions	Product Collection	2020	Speed Champions Bundle 2 in 1	396	0
30872	Miscellaneous	Promotional	Toys R Us	2020	Swing Ride	106	0
30871	Miscellaneous	Promotional	Toys R Us	2020	Carousel	109	0
30869	Miscellaneous	Promotional	Toys R Us	2020	Ferris Wheel	109	0
30870	Miscellaneous	Promotional	Toys R Us	2020	Roller Coaster	109	0
31469	Modern day	City	Product Collection	2021	Super Pack 2-in-1	137	0
31592	Art and crafts	Dots	Product Collection	2021	Bundle Pack 1	388	0
31594	Art and crafts	Dots	Product Collection	2021	Bundle Pack 2	598	0
31750	Basic	Classic	Product Collection	2021	LEGO Masters Co-pack	613	0
31788	Licensed	Marvel Super Heroes	Product Collection	2021	Mech Armor Collection	385	0
32158	Modern day	Friends	Product Collection	2021	Animal Gift Set	431	0
32079	Licensed	Star Wars	Product Collection	2021	Skywalker Adventures Pack	644	0
32005	Licensed	Super Mario	Product Collection	2021	Super Pack	244	0
31945	Miscellaneous	Collectable Minifigures	Marvel Studios Series	2021	LEGO Minifigures - Marvel Studios Series {Box of 6 random bags}	0	29.94
32223	Modern day	City	Product Collection	2021	3-in-1 Bundle Pack	344	0
32212	Model making	Creator	Product Collection	2021	3-in-1 Bundle Pack	496	0
32148	Modern day	City	Product Collection	2021	Vehicles Gift Set	279	0
32383	Miscellaneous	Collectable Minifigures	Series 22	2022	LEGO Minifigures - Series 22 {Box of 6 random bags}	0	29.94
33836	Model making	Creator	Product Collection	2022	Animals Bundle	852	0
33749	Modern day	City	Product Collection	2022	LEGO City Stuntz Gift Set	40	0
34064	Licensed	Star Wars	Product Collection	2022	Galactic Adventures Pack	901	97.48
34056	Modern day	Friends	Product Collection	2022	LEGO Friends Gift Set	587	0
33906	Licensed	Marvel Super Heroes	Product Collection	2022	Infinity Saga Collection	972	0
33858	Technical	Technic	Product Collection	2022	Monster Jam Collection	949	0
34070	Action/Adventure	Ninjago	Product Collection	2022	NINJAGO Gift Set	429	0
34384	Miscellaneous	Collectable Minifigures	Series 24	2023	LEGO Minifigures - Series 24  {Box of 6 random bags}	0	29.94
47005	Miscellaneous	Collectable Minifigures	Disney 100 Series	2023	LEGO Minifigures - Disney 100 Series {Box of 6 random bags}	0	29.94
47289	Miscellaneous	Collectable Minifigures	Marvel Studios Series 2	2023	LEGO Minifigures - Marvel Studios Series 2 {Box of 6 random packs}	0	29.99
47266	Modern day	City	Product Collection	2023	CITY 2 in 1 Bundle Pack	356	0
46993	Basic	Classic	Product Collection	2023	Classic 2 in 1 Bundle Pack	334	0
34547	Miscellaneous	Miscellaneous	Product Collection	2023	Animal Play Pack	486	14.97
34468	Licensed	Super Mario	Character Pack - Series 6	2023	Character Packs - Series 6 Bundle	0	0
34343	Pre-school	Duplo	Product Collection	2023	{?}	0	0
34344	Basic	Classic	{Unknown}	2023	{?}	0	0
48772	Miscellaneous	Collectable Minifigures	Series 25	2024	LEGO Minifigures - Series 25 {Box of 6 random packs}	0	29.94
48697	Modern day	City	Product Collection	2023	2 in 1 Bundle Pack	252	0
47301	Modern day	City	Product Collection	2023	Big Wheel Gift Set	330	0
47353	Modern day	Friends	Product Collection	2023	Play Day Gift Set	322	0
48561	Licensed	Jurassic World	Product Collection	2023	Dino Combo Pack	391	79.98
48324	Licensed	Star Wars	Product Collection	2023	Hoth Combo Pack	691	69.98
48594	Pre-school	Duplo	Product Collection	2023	Fruit & Vegetables Gift Pack	39	0
48555	Miscellaneous	Miscellaneous	Product Collection	2023	Vehicle Pack	288	24.99
48322	Licensed	Star Wars	Product Collection	2023	Star Wars Mech 3-Pack	432	47.97
48558	Licensed	Minecraft	Product Collection	2023	Overworld Adventures Pack	357	0
47091	Miscellaneous	Ideas	{Unknown}	2023	{?}	0	0
49021	Miscellaneous	Miscellaneous	Product Collection	2024	Colourful Animals Play Pack	445	0
6717	Miscellaneous	Gear	Stationery	2008	Classic Qlever Rollerball Pen	0	0
6718	Miscellaneous	Gear	Stationery	2008	Classic Ballpen with Lanyard	0	0
9888	Action/Adventure	Legends of Chima	The Power of the CHI	2013	Razcal's Glider	109	11.99
9889	Action/Adventure	Legends of Chima	Promotional	2013	Crawley's Claw Ripper	139	14.99
9891	Action/Adventure	Legends of Chima	Promotional	2013	Lennox' Lion Attack	230	24.99
9892	Action/Adventure	Legends of Chima	The Power of the CHI	2013	Eris' Eagle Interceptor	348	34.99
9893	Action/Adventure	Legends of Chima	The Power of the CHI	2013	Wakz' Pack Tracker	297	29.99
9894	Action/Adventure	Legends of Chima	The Power of the CHI	2013	Laval's Royal Fighter	417	39.99
9895	Action/Adventure	Legends of Chima	The Power of the CHI	2013	Cragger's Command Ship	609	79.99
10200	Action/Adventure	Legends of Chima	The Power of the CHI	2013	Eglor's Twin Bike	223	24.99
10201	Action/Adventure	Legends of Chima	The Power of the CHI	2013	Gorzan's Gorilla Striker	505	49.99
10202	Action/Adventure	Legends of Chima	The Power of the CHI	2013	Worriz's Combat Lair	664	69.99
10203	Action/Adventure	Legends of Chima	The Power of the CHI	2013	The Lion CHI Temple	1258	119.99
10161	Action/Adventure	Legends of Chima	Speedorz	2013	Eagles' Castle	369	39.99
22926	Miscellaneous	Service Packs	Technic	1985	V-belts / Rubber Bands	20	0
9890	Action/Adventure	Legends of Chima	The Power of the CHI	2013	Razar's CHI Raider	412	39.99
9896	Action/Adventure	Legends of Chima	The Power of the CHI	2013	Equila's Ultra Striker	339	39.99
10204	Action/Adventure	Legends of Chima	The Power of the CHI	2013	The Croc Swamp Hideout	647	69.99
9897	Action/Adventure	Legends of Chima	Speedorz	2013	Ring of Fire	83	14.99
9898	Action/Adventure	Legends of Chima	Speedorz	2013	Target Practice	101	14.99
9899	Action/Adventure	Legends of Chima	Speedorz	2013	CHI Waterfall	106	14.99
9900	Action/Adventure	Legends of Chima	Speedorz	2013	Boulder Bowling	93	14.99
9983	Action/Adventure	Legends of Chima	Speedorz	2013	Jungle Gates	81	14.99
9984	Action/Adventure	Legends of Chima	Speedorz	2013	Nest Dive	97	14.99
9986	Action/Adventure	Legends of Chima	Speedorz	2013	Ice Tower	101	14.99
10205	Action/Adventure	Legends of Chima	Speedorz	2013	Skunk Attack	97	14.99
10206	Action/Adventure	Legends of Chima	Speedorz	2013	Royal Roost	105	14.99
10207	Action/Adventure	Legends of Chima	Speedorz	2013	Whirling Vines	77	14.99
10208	Action/Adventure	Legends of Chima	Speedorz	2013	Tower Target	92	14.99
10209	Action/Adventure	Legends of Chima	Speedorz	2013	Swamp Jump	91	14.99
10210	Action/Adventure	Legends of Chima	Speedorz	2013	Croc Chomp	105	14.99
9878	Action/Adventure	Legends of Chima	Speedorz	2013	CHI Battles	92	19.99
10211	Action/Adventure	Legends of Chima	Speedorz	2013	Sky Joust	117	19.99
9985	Action/Adventure	Legends of Chima	Speedorz	2013	Ultimate Speedor Tournament	246	29.99
22938	Action/Adventure	Legends of Chima	Legend Beasts	2014	Lion Legend Beast	121	9.99
22939	Action/Adventure	Legends of Chima	Legend Beasts	2014	Eagle Legend Beast	105	9.99
22940	Action/Adventure	Legends of Chima	Legend Beasts	2014	Gorilla Legend Beast	107	9.99
22941	Action/Adventure	Legends of Chima	Legend Beasts	2014	Crocodile Legend Beast	122	9.99
22942	Action/Adventure	Legends of Chima	Legend Beasts	2014	Wolf Legend Beast	111	9.99
22943	Action/Adventure	Legends of Chima	Outlands	2014	Braptor's Wing Striker	146	14.99
22944	Action/Adventure	Legends of Chima	Outlands	2014	Lavertus' Twin Blade	183	19.99
22945	Action/Adventure	Legends of Chima	Outlands	2014	Sparratus' Spider Stalker	292	24.99
22946	Action/Adventure	Legends of Chima	Outlands	2014	Rogon's Rock Flinger	257	29.99
22947	Action/Adventure	Legends of Chima	Outlands	2014	Scorm's Scorpion Stinger	434	39.99
22948	Action/Adventure	Legends of Chima	Outlands	2014	Spinlyn's Cavern	407	39.99
22949	Action/Adventure	Legends of Chima	Outlands	2014	Lavertus' Outland Base	684	59.99
23419	Action/Adventure	Legends of Chima	Fire vs. Ice	2014	Cragger's Fire Striker	380	39.99
22950	Action/Adventure	Legends of Chima	Speedorz	2014	Banana Bash	124	12.99
22951	Action/Adventure	Legends of Chima	Speedorz	2014	Bat Strike	101	12.99
22952	Action/Adventure	Legends of Chima	Speedorz	2014	Web Dash	78	12.99
22953	Action/Adventure	Legends of Chima	Speedorz	2014	Sky Launch	115	12.99
22954	Action/Adventure	Legends of Chima	Speedorz	2014	Stinger Duel	93	19.99
23334	Action/Adventure	Legends of Chima	Fire vs. Ice	2014	Vardy's Ice Vulture Glider	217	19.99
23335	Action/Adventure	Legends of Chima	Fire vs. Ice	2014	Eris' Fire Eagle Flyer	330	29.99
23336	Action/Adventure	Legends of Chima	Fire vs. Ice	2014	Sir Fangar's Sabre-tooth Walker	415	39.99
23372	Action/Adventure	Legends of Chima	Fire vs. Ice	2014	Laval's Fire Lion	450	49.99
23337	Action/Adventure	Legends of Chima	Fire vs. Ice	2014	Maula's Ice Mammoth Stomper	604	89.99
23338	Action/Adventure	Legends of Chima	Fire vs. Ice	2014	Flying Phoenix Fire Temple	1301	119.99
23585	Action/Adventure	Legends of Chima	Fire vs. Ice	2014	Sir Fangar's Ice Fortress	670	69.99
23339	Action/Adventure	Legends of Chima	Speedorz	2014	Scorching Blades	77	12.99
23327	Action/Adventure	Legends of Chima	Speedorz	2014	Flaming Claws	78	12.99
23328	Action/Adventure	Legends of Chima	Speedorz	2014	Frozen Spikes	81	12.99
23329	Action/Adventure	Legends of Chima	Speedorz	2014	Lava Breakout	59	12.99
23330	Action/Adventure	Legends of Chima	Speedorz	2014	Fang Trap	79	12.99
23331	Action/Adventure	Legends of Chima	Speedorz	2014	Frozen Fortress	58	12.99
23332	Action/Adventure	Legends of Chima	Speedorz	2014	Inferno Pit	78	12.99
23333	Action/Adventure	Legends of Chima	Speedorz	2014	Fire vs. Ice	110	19.99
23439	Action/Adventure	Ultra Agents	{Unknown}	2014	Riverside Raid	88	11.99
23307	Action/Adventure	Ultra Agents	{Unknown}	2014	Tremor Track Infiltration	241	19.99
23308	Action/Adventure	Ultra Agents	{Unknown}	2014	Infearno Interception	313	29.99
23309	Action/Adventure	Ultra Agents	{Unknown}	2014	Toxikita's Toxic Meltdown	429	39.99
23310	Action/Adventure	Ultra Agents	{Unknown}	2014	Hurricane Heist	589	69.99
23311	Action/Adventure	Ultra Agents	{Unknown}	2014	Ultra Agents Mission HQ	1060	99.99
23862	Action/Adventure	Ultra Agents	{Unknown}	2015	Spyclops Infiltration	109	9.99
23863	Action/Adventure	Ultra Agents	{Unknown}	2015	Invizable Gold Getaway	237	19.99
23864	Action/Adventure	Ultra Agents	{Unknown}	2015	Drillex Diamond Job	312	29.99
23865	Action/Adventure	Ultra Agents	{Unknown}	2015	Agent Stealth Patrol	475	49.99
23866	Action/Adventure	Ultra Agents	{Unknown}	2015	UltraCopter vs. AntiMatter	614	79.99
24231	Action/Adventure	Ultra Agents	{Unknown}	2015	Ultrasonic Showdown	187	19.99
24232	Action/Adventure	Ultra Agents	{Unknown}	2015	AntiMatter's Portal Hideout	475	69.99
24233	Action/Adventure	Ultra Agents	{Unknown}	2015	Ultra Agents Ocean HQ	1204	99.99
10212	Action/Adventure	Legends of Chima	Buildable Figures	2013	CHI Laval	55	14.99
10213	Action/Adventure	Legends of Chima	Buildable Figures	2013	CHI Eris	67	14.99
10214	Action/Adventure	Legends of Chima	Buildable Figures	2013	CHI Gorzan	59	14.99
10215	Action/Adventure	Legends of Chima	Buildable Figures	2013	CHI Cragger	65	14.99
10216	Action/Adventure	Legends of Chima	Buildable Figures	2013	CHI Worriz	55	14.99
10217	Action/Adventure	Legends of Chima	Buildable Figures	2013	CHI Razar	68	14.99
23320	Action/Adventure	Legends of Chima	Buildable Figures	2014	CHI Laval	49	14.99
23321	Action/Adventure	Legends of Chima	Buildable Figures	2014	CHI Cragger	58	14.99
23322	Action/Adventure	Legends of Chima	Buildable Figures	2014	CHI Panthar	59	14.99
23323	Action/Adventure	Legends of Chima	Buildable Figures	2014	CHI Mungus	64	14.99
23324	Action/Adventure	Legends of Chima	Buildable Figures	2014	CHI Vardy	68	14.99
23325	Action/Adventure	Legends of Chima	Buildable Figures	2014	CHI Fluminox	91	19.99
23326	Action/Adventure	Legends of Chima	Buildable Figures	2014	CHI Sir Fangar	97	19.99
23841	Action/Adventure	Legends of Chima	Fire vs. Ice	2015	Strainor's Saber Cycle	161	14.99
23842	Action/Adventure	Legends of Chima	Fire vs. Ice	2015	Flinx's Ultimate Phoenix	172	19.99
23843	Action/Adventure	Legends of Chima	Fire vs. Ice	2015	Tormak's Shadow Blazer	311	29.99
23844	Action/Adventure	Legends of Chima	Fire vs. Ice	2015	Icebite's Claw Driller	629	49.99
23845	Action/Adventure	Legends of Chima	Fire vs. Ice	2015	Tiger's Mobile Command	712	79.99
23846	Action/Adventure	Legends of Chima	Fire vs. Ice	2015	Bladvic's Rumble Bear	415	39.99
23847	Action/Adventure	Legends of Chima	Fire vs. Ice	2015	Mammoth's Frozen Stronghold	621	59.99
23848	Action/Adventure	Legends of Chima	Fire vs. Ice	2015	King Crominus' Rescue	863	89.99
24080	Action/Adventure	Legends of Chima	Fire vs. Ice	2015	Vultrix's Sky Scavenger	480	39.99
23849	Action/Adventure	Legends of Chima	Tribe Packs	2015	Lion Tribe Pack	78	9.99
23971	Action/Adventure	Legends of Chima	Tribe Packs	2015	Ice Bear Tribe Pack	75	9.99
23972	Action/Adventure	Legends of Chima	Tribe Packs	2015	Crocodile Tribe Pack	72	9.99
23973	Action/Adventure	Legends of Chima	Tribe Packs	2015	Saber-tooth Tiger Tribe Pack	74	9.99
24756	Action/Adventure	Nexo Knights	Season 1	2016	Knighton Battle Blaster	76	9.99
24757	Action/Adventure	Nexo Knights	Season 1	2016	Chaos Catapult	93	9.99
24758	Action/Adventure	Nexo Knights	Season 1	2016	Lance's Mecha Horse	237	19.99
24759	Action/Adventure	Nexo Knights	Season 1	2016	Moltor's Lava Smasher	187	19.99
24917	Action/Adventure	Nexo Knights	Season 1	2016	Beast Master's Chaos Chariot	314	29.99
24760	Action/Adventure	Nexo Knights	Season 1	2016	Clay's Rumble Blade	367	39.99
24761	Action/Adventure	Nexo Knights	Season 1	2016	Jestro's Evil Mobile	658	59.99
24918	Action/Adventure	Nexo Knights	Season 1	2016	The Fortrex	1140	99.99
25633	Action/Adventure	Nexo Knights	Season 2	2016	The Glob Lobber	95	9.99
25634	Action/Adventure	Nexo Knights	Season 2	2016	Macy's Thunder Mace	202	19.99
25635	Action/Adventure	Nexo Knights	Season 2	2016	Aaron Fox's Aero-Striker V2	301	29.99
25636	Action/Adventure	Nexo Knights	Season 2	2016	General Magmar's Siege Machine of Doom	516	49.99
25637	Action/Adventure	Nexo Knights	Season 2	2016	Axl's Tower Carrier	670	69.99
25638	Action/Adventure	Nexo Knights	Season 2	2016	Jestro's Volcano Lair	1186	119.99
25639	Action/Adventure	Nexo Knights	Season 1	2016	Merlok's Library 2.0	288	24.99
25640	Action/Adventure	Nexo Knights	Season 1	2016	Infernox captures the Queen	253	24.99
25641	Action/Adventure	Nexo Knights	Season 2	2016	The Black Knight Mech	530	39.99
25642	Action/Adventure	Nexo Knights	Season 1	2016	The King's Mech	375	29.99
24762	Action/Adventure	Nexo Knights	Ultimate	2016	Ultimate Clay	72	9.99
24763	Action/Adventure	Nexo Knights	Ultimate	2016	Ultimate Macy	101	9.99
24765	Action/Adventure	Nexo Knights	Ultimate	2016	Ultimate Aaron	82	9.99
24764	Action/Adventure	Nexo Knights	Ultimate	2016	Ultimate Robin	75	9.99
24766	Action/Adventure	Nexo Knights	Ultimate	2016	Ultimate Beast Master	65	9.99
24767	Action/Adventure	Nexo Knights	Ultimate	2016	Ultimate Lavaria	69	9.99
25629	Action/Adventure	Nexo Knights	Ultimate	2016	Ultimate Axl	69	9.99
25630	Action/Adventure	Nexo Knights	Ultimate	2016	Ultimate Lance	75	9.99
25631	Action/Adventure	Nexo Knights	Ultimate	2016	Ultimate General Magmar	64	9.99
25632	Action/Adventure	Nexo Knights	Ultimate	2016	Ultimate Flama	67	9.99
26475	Action/Adventure	Nexo Knights	Season 3	2017	King's Guard Artillery	98	9.99
26476	Action/Adventure	Nexo Knights	Season 3	2017	Lance's Twin Jouster	216	19.99
26477	Action/Adventure	Nexo Knights	Season 3	2017	Ruina's Lock & Roller	208	19.99
26539	Action/Adventure	Nexo Knights	Season 3	2017	The Three Brothers	266	29.99
26478	Action/Adventure	Nexo Knights	Season 3	2017	Clay's Falcon Fighter Blaster	523	49.99
26479	Action/Adventure	Nexo Knights	Season 3	2017	Jestro's Headquarters	840	89.99
26955	Action/Adventure	Nexo Knights	Season 4	2017	The Heligoyle	318	29.99
26956	Action/Adventure	Nexo Knights	Season 4	2017	Axl's Rumble Maker	393	39.99
26957	Action/Adventure	Nexo Knights	Season 4	2017	Aaron's Rock Climber	598	59.99
26958	Action/Adventure	Nexo Knights	Season 4	2017	The Stone Colossus of Ultimate Destruction	785	69.99
26959	Action/Adventure	Nexo Knights	Season 4	2017	Knighton Castle	1426	129.99
26884	Action/Adventure	Nexo Knights	Season 3	2017	Aaron's Stone Destroyer	251	24.99
26819	Action/Adventure	Nexo Knights	Season 3	2017	Lance vs. Lightning	257	24.99
26954	Action/Adventure	Nexo Knights	Season 4	2017	Macy's Bot Drop Dragon	153	14.99
26537	Action/Adventure	Nexo Knights	Battle Suits	2017	Battle Suit Clay	79	9.99
26471	Action/Adventure	Nexo Knights	Battle Suits	2017	Battle Suit Macy	66	9.99
26472	Action/Adventure	Nexo Knights	Battle Suits	2017	Battle Suit Aaron	80	9.99
26473	Action/Adventure	Nexo Knights	Battle Suits	2017	Battle Suit Axl	88	9.99
26474	Action/Adventure	Nexo Knights	Battle Suits	2017	Battle Suit Lance	83	9.99
26552	Action/Adventure	Nexo Knights	Combo NEXO Powers	2017	Combo NEXO Powers Wave 1	10	3.99
26960	Action/Adventure	Nexo Knights	Combo NEXO Powers	2017	Combo NEXO Powers Wave 2	10	3.99
10143	Historical	Castle	{Unknown}	2013	Forest Ambush	90	11.99
10144	Historical	Castle	{Unknown}	2013	Gold Getaway	199	19.99
10145	Historical	Castle	{Unknown}	2013	The Gatehouse Raid	248	29.99
10146	Historical	Castle	{Unknown}	2013	Dragon Mountain	376	49.99
10147	Historical	Castle	{Unknown}	2013	King's Castle	996	99.99
23953	Historical	Pirates	{Unknown}	2015	Shipwreck Defense	84	12.99
23977	Historical	Pirates	{Unknown}	2015	Soldiers Outpost	164	19.99
23954	Historical	Pirates	{Unknown}	2015	Treasure Island	181	19.99
23955	Historical	Pirates	{Unknown}	2015	Soldiers Fort	234	29.99
23956	Historical	Pirates	{Unknown}	2015	The Brick Bounty	745	99.99
29128	Action/Adventure	Hidden Side	{Unknown}	2019	J.B.'s Ghost Lab	174	19.99
29127	Action/Adventure	Hidden Side	{Unknown}	2019	Wrecked Shrimp Boat	310	29.99
29126	Action/Adventure	Hidden Side	{Unknown}	2019	Graveyard Mystery	335	29.99
29125	Action/Adventure	Hidden Side	{Unknown}	2019	El Fuego's Stunt Truck	428	39.99
29124	Action/Adventure	Hidden Side	{Unknown}	2019	Shrimp Shack Attack	579	49.99
29123	Action/Adventure	Hidden Side	{Unknown}	2019	Paranormal Intercept Bus 3000	689	59.99
29122	Action/Adventure	Hidden Side	{Unknown}	2019	Ghost Train Express	698	79.99
29121	Action/Adventure	Hidden Side	{Unknown}	2019	Newbury Haunted High School	1474	129.99
29474	Action/Adventure	Hidden Side	{Unknown}	2020	Welcome to the Hidden Side	189	19.99
29475	Action/Adventure	Hidden Side	{Unknown}	2020	Jack's Beach Buggy	170	19.99
29476	Action/Adventure	Hidden Side	{Unknown}	2020	El Fuego's Stunt Plane	295	29.99
29477	Action/Adventure	Hidden Side	{Unknown}	2020	Newbury Subway	348	29.99
29478	Action/Adventure	Hidden Side	{Unknown}	2020	The Lighthouse of Darkness	540	49.99
29479	Action/Adventure	Hidden Side	{Unknown}	2020	Haunted Fairground	466	49.99
29480	Action/Adventure	Hidden Side	{Unknown}	2020	J.B.'s Submarine	224	19.99
29481	Action/Adventure	Hidden Side	{Unknown}	2020	Supernatural Race Car	244	29.99
29482	Action/Adventure	Hidden Side	{Unknown}	2020	Newbury Abandoned Prison	400	39.99
29483	Action/Adventure	Hidden Side	{Unknown}	2020	Phantom Fire Truck 3000	760	59.99
30266	Action/Adventure	Hidden Side	{Unknown}	2020	Mystery Castle	1035	99.99
9882	Action/Adventure	Ninjago	The Final Battle	2013	Kai's Fire Mech	102	9.99
9883	Action/Adventure	Ninjago	The Final Battle	2013	Warrior Bike	210	19.99
9884	Action/Adventure	Ninjago	The Final Battle	2013	Cole's Earth Driller	171	19.99
9885	Action/Adventure	Ninjago	The Final Battle	2013	The Golden Dragon	252	29.99
9886	Action/Adventure	Ninjago	The Final Battle	2013	Garmatron	328	39.99
9887	Action/Adventure	Ninjago	The Final Battle	2013	Temple of Light	565	69.99
25620	Action/Adventure	Ninjago	Day of the Departed	2016	Titanium Ninja Tumbler	342	29.99
25621	Action/Adventure	Ninjago	Day of the Departed	2016	Rock Roader	406	39.99
25628	Action/Adventure	Ninjago	Day of the Departed	2016	Airjitzu Battle Grounds	666	59.99
25622	Action/Adventure	Ninjago	Skybound	2016	Kryptarium Prison Breakout	207	19.99
25623	Action/Adventure	Ninjago	Day of the Departed	2016	Salvage M.E.C.	439	39.99
25624	Action/Adventure	Ninjago	Skybound	2016	The Green NRG Dragon	567	49.99
25625	Action/Adventure	Ninjago	Skybound	2016	The Lighthouse Siege	767	69.99
25626	Action/Adventure	Ninjago	Day of the Departed	2016	Ultra Stealth Raider	1093	99.99
25627	Action/Adventure	Ninjago	Day of the Departed	2016	Samurai X Cave Chaos	1253	119.99
24768	Action/Adventure	Ninjago	Skybound	2016	Cole's Dragon	98	9.99
24769	Action/Adventure	Ninjago	Skybound	2016	Ninja Bike Chase	231	19.99
24919	Action/Adventure	Ninjago	Skybound	2016	Sky Shark	221	19.99
24770	Action/Adventure	Ninjago	Skybound	2016	Jay's Elemental Dragon	350	29.99
24771	Action/Adventure	Ninjago	Skybound	2016	Raid Zeppelin	294	29.99
24772	Action/Adventure	Ninjago	Skybound	2016	Tiger Widow Island	450	49.99
24920	Action/Adventure	Ninjago	Skybound	2016	Misfortune's Keep	754	79.99
24921	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Spinjitzu Training	109	9.99
24922	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	NINJAGO City Chase	233	19.99
24923	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Master Falls	312	29.99
24924	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Manta Ray Bomber	341	29.99
24925	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Flying Jelly Sub	341	29.99
24926	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Water Strider	494	29.99
24927	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Green Ninja Mech Dragon	544	49.99
24928	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Garma Mecha Man	747	59.99
24929	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Lightning Jet	876	59.99
24930	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Fire Mech	944	69.99
24931	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Ice Tank	914	79.99
24932	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Temple of the Ultimate Ultimate Weapon	1403	99.99
26727	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Destiny's Bounty	2295	159.99
24933	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	NINJAGO City	4867	299.99
26480	Action/Adventure	Ninjago	The Hands of Time	2017	The Vermillion Attack	83	9.99
26481	Action/Adventure	Ninjago	The Hands of Time	2017	Desert Lightning	201	19.99
26482	Action/Adventure	Ninjago	The Hands of Time	2017	Destiny's Shadow	360	29.99
26483	Action/Adventure	Ninjago	The Hands of Time	2017	Vermillion Invader	313	29.99
26484	Action/Adventure	Ninjago	The Hands of Time	2017	Samurai VXL	428	49.99
26485	Action/Adventure	Ninjago	The Hands of Time	2017	Dawn of Iron Doom	704	59.99
26486	Action/Adventure	Ninjago	The Hands of Time	2017	Dragon's Forge	1137	79.99
27278	Licensed	The LEGO Ninjago Movie	Spinjitzu Masters	2017	Lloyd - Spinjitzu Master	48	9.99
27279	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Piranha Attack	217	19.99
34499	Action/Adventure	Ninjago	Sons of Garmadon	2018	Monastery of Ice	0	0
27280	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Garmadon's Volcano Lair	521	49.99
27281	Licensed	The LEGO Ninjago Movie	{Unknown}	2017	Quake Mech	1202	89.99
27419	Action/Adventure	Ninjago	Spinjitzu Masters	2018	Kai - Spinjitzu Master	61	9.99
27415	Action/Adventure	Ninjago	Spinjitzu Masters	2018	Nya - Spinjitzu Master	69	9.99
27416	Action/Adventure	Ninjago	Spinjitzu Masters	2018	Jay - Spinjitzu Master	68	9.99
27417	Action/Adventure	Ninjago	Spinjitzu Masters	2018	Zane - Spinjitzu Master	69	9.99
27418	Action/Adventure	Ninjago	Spinjitzu Masters	2018	Cole - Spinjitzu Master	73	9.99
27427	Action/Adventure	Ninjago	Sons of Garmadon	2018	Katana V11	257	19.99
27428	Action/Adventure	Ninjago	Sons of Garmadon	2018	Street Race of Snake Jaguar	308	29.99
27423	Action/Adventure	Ninjago	Sons of Garmadon	2018	S.O.G. Headquarters	530	39.99
27424	Action/Adventure	Ninjago	Sons of Garmadon	2018	Ninja Nightcrawler	552	39.99
27425	Action/Adventure	Ninjago	Sons of Garmadon	2018	Killow vs. Samurai X	556	49.99
